Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,149.625031,150.712540,148.275040,149.625031,134.066696,1708458
2012-01-03,150.881287,156.712540,150.506287,156.187546,139.946808,5764897
2012-01-04,157.012543,159.375046,155.756287,156.843796,140.534821,5075777
2012-01-05,155.887543,158.587540,154.200043,155.606293,139.426010,3031457
2012-01-06,154.856293,154.856293,151.162537,152.156281,136.334732,3327636
2012-01-07,null,null,null,null,null,null
2012-01-09,152.625031,153.187531,150.018784,150.431290,134.789093,2258730
2012-01-10,151.518784,152.850037,150.712540,151.331284,135.595520,3174471
2012-01-11,151.406281,152.606293,149.775040,150.487534,134.839462,2705924
2012-01-12,146.250031,149.043793,143.437531,146.793793,131.529846,7789056
2012-01-13,147.900040,151.818787,146.512543,150.375031,134.738693,2918497
2012-01-16,149.437531,153.300034,149.081284,152.793793,136.905945,2048258
2012-01-17,152.250031,157.125046,152.212540,155.681290,139.493179,4704566
2012-01-18,153.787537,155.212540,150.956284,151.537537,135.780350,2216903
2012-01-19,152.250031,153.525040,149.718781,151.556290,135.797104,3564511
2012-01-20,155.625031,159.337540,153.787537,155.156281,139.022812,11483626
2012-01-23,154.031281,157.687546,154.031281,155.925034,139.711594,3944657
2012-01-24,155.906281,158.250046,155.662537,157.143784,141.484146,3171820
2012-01-25,157.143784,158.587540,156.000046,157.331284,141.652969,3114905
2012-01-27,157.875046,158.250046,155.887543,156.750046,141.129623,2118594
2012-01-30,155.662537,158.250046,153.000031,153.675034,138.361069,3223887
2012-01-31,153.956284,155.812531,153.787537,155.212540,139.745361,3354727
2012-02-01,154.875031,155.475037,153.750031,154.443787,139.053207,2824036
2012-02-02,154.875031,160.875046,154.875031,159.768784,143.847534,8788331
2012-02-03,159.750046,160.893784,158.156296,160.293793,144.320267,4957678
2012-02-06,161.231293,162.056290,158.475037,160.162537,144.202057,2077266
2012-02-07,160.181290,161.756287,159.750046,160.518784,144.522827,2511570
2012-02-08,160.631287,164.531296,160.612534,162.975037,146.734344,4329148
2012-02-09,161.418793,168.150040,160.650040,167.100037,150.448227,4903340
2012-02-10,166.875046,168.918793,165.393784,168.506287,151.714355,2630002
2012-02-13,167.250046,168.000046,163.293793,163.725037,147.409592,2046164
2012-02-14,163.087540,164.906296,162.000046,163.162537,146.903152,1648444
2012-02-15,163.537537,165.281296,162.525040,163.537537,147.240753,2843159
2012-02-16,163.125046,165.187546,162.393784,164.756287,148.338089,2093050
2012-02-17,166.875046,169.875046,164.343796,168.318787,151.545547,3971415
2012-02-21,167.662537,169.012543,165.450043,166.387543,149.806763,3747684
2012-02-22,166.387543,169.125046,165.018784,166.050034,149.502884,3772324
2012-02-23,164.718796,167.231293,163.650040,165.543793,149.047104,3503831
2012-02-24,165.037537,167.925034,163.256287,164.212540,147.848511,1863012
2012-02-27,165.000046,165.300034,158.306290,159.300034,143.425537,2082132
2012-02-28,159.337540,161.587540,156.937546,157.593796,141.889313,3426927
2012-02-29,159.243790,163.593796,157.987534,162.131287,145.974640,3083529
2012-03-01,162.375046,162.375046,157.087540,159.318787,143.442429,2743884
2012-03-02,159.787537,166.143784,157.631287,160.875046,144.843597,3049625
2012-03-03,null,null,null,null,null,null
2012-03-05,159.375046,162.918793,158.250046,161.756287,145.637009,1350372
2012-03-06,160.462540,164.625046,159.937546,162.037537,145.890228,2414900
2012-03-07,160.800034,166.500046,160.725037,164.981293,148.540649,5552777
2012-03-09,166.312546,168.018799,160.968796,162.075043,145.924011,4217950
2012-03-12,163.162537,165.056290,161.062546,164.156296,147.797836,4627852
2012-03-13,162.037537,162.750046,160.331284,161.606293,145.501968,2812423
2012-03-14,161.831284,161.981293,158.025040,159.768784,143.847534,3197145
2012-03-15,158.193787,161.925034,157.706284,160.293793,144.320267,3569385
2012-03-16,161.287537,163.462540,159.937546,160.706284,144.691650,1885380
2012-03-19,159.431290,160.875046,157.481293,160.500046,144.505966,2729492
2012-03-20,159.468796,161.400040,159.450043,161.100037,145.046143,3222617
2012-03-21,160.687546,162.731293,158.700043,160.350037,144.370895,2379706
2012-03-22,160.800034,162.300034,157.218796,157.987534,142.243790,2865420
2012-03-23,157.593796,160.350037,157.537537,159.468796,143.577438,4531041
2012-03-26,159.375046,161.175034,157.856293,158.662537,142.851578,3325263
2012-03-27,159.018784,161.137543,156.093796,160.650040,144.641006,4099841
2012-03-28,160.125046,161.625046,158.250046,161.193787,145.130585,4178318
2012-03-29,160.818787,164.625046,158.081284,163.800034,147.477097,8126656
2012-03-30,163.237534,165.637543,161.643784,165.037537,148.591278,4045900
2012-04-02,164.100037,166.500046,163.612534,166.181290,149.621063,3314604
2012-04-03,167.006287,168.337540,165.431290,167.437546,150.752136,2038002
2012-04-04,166.125046,169.387543,165.093796,166.425034,149.840515,2802268
2012-04-09,164.456284,166.837540,163.950043,164.643784,148.236771,1625514
2012-04-10,164.737534,168.487549,164.737534,167.025040,150.380737,3555497
2012-04-11,165.206284,168.000046,165.037537,167.231293,150.566422,2666775
2012-04-12,166.237534,167.287537,164.043793,164.662537,148.253677,949935
2012-04-13,158.700043,164.231293,154.912537,157.237534,141.568542,9544504
2012-04-16,157.125046,160.368790,154.950043,157.856293,142.125671,6235513
2012-04-17,157.500046,159.375046,157.462540,157.950043,142.210083,5407035
2012-04-18,159.450043,161.062546,159.243790,160.275040,144.303345,1984234
2012-04-19,160.856293,160.856293,157.200043,157.743790,142.024338,4271486
2012-04-20,157.837540,160.462540,157.762543,159.300034,143.425537,2530378
2012-04-23,157.912537,159.918793,157.912537,159.056290,143.206070,2151730
2012-04-24,160.087540,166.537537,160.087540,165.750046,149.232773,4920750
2012-04-25,158.625046,158.625046,152.175034,153.900040,138.563660,16070435
2012-04-26,154.500031,154.743790,149.437531,150.993790,135.947021,12130351
2012-04-27,150.750031,153.375031,150.750031,152.175034,137.010544,2442695
2012-04-30,151.912537,153.300034,150.750031,151.893784,136.757309,2294636
2012-05-02,152.325043,153.637543,150.825043,151.500031,136.402832,3076055
2012-05-03,151.425034,155.118790,151.012543,154.631287,139.222046,4742254
2012-05-04,154.631287,157.462540,154.218781,155.587540,140.082977,5312438
2012-05-07,153.712540,157.687546,152.625031,155.193787,139.728485,2967452
2012-05-08,153.412537,153.431290,148.143784,151.500031,136.402832,4843614
2012-05-09,150.468781,153.656281,149.756287,152.343781,137.162445,3409817
2012-05-10,152.437531,155.850037,152.306290,153.243790,137.972794,2616908
2012-05-11,151.875031,154.350037,148.931290,150.337540,135.356186,2040807
2012-05-14,149.362534,152.306290,149.362534,151.312531,136.233978,2178194
2012-05-15,149.381287,153.712540,149.381287,151.593781,136.487228,2566231
2012-05-16,150.093781,152.962540,145.706284,146.381287,131.794174,4087054
2012-05-17,146.643784,148.443787,144.675034,146.531281,131.929184,4081724
2012-05-18,143.437531,147.393784,143.381287,146.718781,132.098038,2330503
2012-05-21,145.518784,147.712540,142.500031,143.700027,129.380066,2867759
2012-05-22,144.300034,145.350037,142.575027,143.043777,128.789261,2257346
2012-05-23,143.437531,145.087540,142.012527,144.356293,129.970947,1767975
2012-05-24,144.375031,147.637543,142.537537,147.112534,132.452530,2278692
2012-05-25,147.000031,148.500031,145.593781,147.787537,133.060287,1316549
2012-05-28,148.125031,150.693787,147.900040,149.943787,135.001633,1661906
2012-05-29,149.456284,154.256287,148.875031,153.656281,138.344223,1955527
2012-05-30,151.987534,155.625031,151.987534,154.556290,139.154526,2200087
2012-05-31,152.100037,155.906281,151.500031,153.750031,138.428604,4388817
2012-06-01,151.650040,151.912537,149.250031,150.562531,135.558731,3154188
2012-06-04,148.087540,151.031281,147.787537,148.593781,133.786179,1359730
2012-06-05,148.556290,151.650040,147.918793,149.475037,134.579605,2083156
2012-06-06,150.075043,154.668793,150.075043,153.975037,138.631195,3443489
2012-06-07,153.787537,155.587540,149.643784,150.300034,135.322403,3061375
2012-06-08,149.812531,151.875031,148.950043,151.256287,136.183365,2811247
2012-06-11,151.500031,152.812531,148.931290,150.093781,135.136688,1948956
2012-06-12,148.500031,149.025040,145.125031,147.431290,132.739517,5946865
2012-06-13,147.750031,149.418793,147.487534,148.706284,133.887451,2432975
2012-06-14,149.550034,149.550034,147.037537,147.881287,133.144699,2272962
2012-06-15,148.875031,150.375031,148.350037,149.231293,134.360138,2019730
2012-06-18,149.343781,151.012543,145.181290,148.237534,133.465454,2901404
2012-06-19,147.750031,150.375031,147.750031,149.831284,134.900330,1934751
2012-06-20,149.831284,150.712540,148.987534,150.000031,135.052292,3408985
2012-06-21,148.912537,151.312531,148.593781,150.656281,135.643127,3200511
2012-06-22,147.375031,151.687531,147.375031,150.018784,135.069153,2998228
2012-06-25,149.737534,150.900040,149.062531,150.018784,135.069153,1583239
2012-06-26,149.306290,150.975037,148.950043,150.393784,135.406799,1386410
2012-06-27,150.806290,151.762543,149.287537,149.700043,134.782166,1130322
2012-06-28,149.081284,149.943787,148.575043,149.550034,136.009964,2123618
2012-06-29,150.525040,153.656281,149.343781,149.962540,136.385101,4918044
2012-07-02,150.450043,151.106293,149.437531,150.093781,136.504471,2376404
2012-07-03,150.375031,151.687531,149.437531,150.187531,136.589737,2770292
2012-07-04,150.431290,151.425034,147.000031,148.031281,134.628708,3625967
2012-07-05,148.031281,148.818787,146.643784,148.368790,134.935638,3666321
2012-07-06,147.975037,148.143784,145.893784,147.056290,133.742004,3742769
2012-07-09,145.893784,146.906281,144.037537,144.712540,131.610443,3289041
2012-07-10,145.425034,146.606293,143.812531,144.187531,131.132965,3979300
