Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,134.566666,134.566666,131.933334,132.433334,98.812599,2860839
2012-01-03,133.233337,134.366669,132.866669,133.566666,99.658226,6065590
2012-01-04,134.333328,134.466660,132.333328,133.033340,99.260277,11875083
2012-01-05,132.699997,133.333328,131.733337,133.199997,99.384613,11364489
2012-01-06,132.699997,135.399994,132.233337,134.733337,100.528694,8788212
2012-01-07,null,null,null,null,null,null
2012-01-09,134.433334,134.866669,133.133331,134.666672,100.478958,7408242
2012-01-10,134.800003,137.166672,134.800003,136.766663,102.045807,5412396
2012-01-11,136.766663,137.066666,135.000000,135.533340,101.125610,8114019
2012-01-12,135.333328,136.933334,135.166672,136.633331,101.946342,7392669
2012-01-13,136.600006,138.466660,136.199997,138.033340,102.990936,11489529
2012-01-16,137.899994,139.800003,137.666672,139.399994,104.010635,9399276
2012-01-17,139.333328,140.133331,137.866669,138.933334,103.662453,10229871
2012-01-18,138.233337,140.466660,138.000000,139.866669,104.358849,9995643
2012-01-19,140.233337,140.666672,138.833328,139.466660,104.060379,9319330
2012-01-20,139.966660,140.866669,133.199997,134.199997,100.130753,25821667
2012-01-23,134.433334,136.666672,132.266663,136.399994,101.772232,13262829
2012-01-24,136.733337,138.166672,136.133331,137.300003,102.443771,9339574
2012-01-25,137.666672,138.000000,136.500000,137.366669,102.493500,10414272
2012-01-27,138.333328,138.333328,133.133331,134.533340,100.379463,15333315
2012-01-30,134.666672,135.766663,133.100006,133.899994,99.906914,12412486
2012-01-31,135.266663,136.533340,134.199997,135.966660,101.448914,11610829
2012-02-01,135.566666,135.600006,133.533340,134.399994,100.279976,8711749
2012-02-02,134.699997,134.833328,132.266663,132.699997,99.011551,11002300
2012-02-03,132.666672,134.166672,131.333328,133.766663,99.807442,12927430
2012-02-06,134.666672,135.266663,133.500000,134.933334,100.677917,10593480
2012-02-07,136.266663,137.266663,134.733337,137.033340,102.244812,12033826
2012-02-08,137.300003,138.300003,134.666672,136.300003,101.697617,11353411
2012-02-09,135.699997,136.600006,134.666672,135.933334,101.424042,7604932
2012-02-10,135.899994,136.533340,134.666672,135.866669,101.374321,10264243
2012-02-13,135.866669,136.500000,134.766663,135.199997,100.876877,7088452
2012-02-14,135.066666,135.800003,134.666672,135.033340,100.752533,6380992
2012-02-15,135.399994,136.000000,134.733337,135.433334,101.050972,15541749
2012-02-16,135.666672,136.399994,134.733337,135.966660,101.448914,13784173
2012-02-17,136.100006,137.266663,135.399994,136.966660,102.195030,16502256
2012-02-21,136.966660,139.133331,136.966660,138.266663,103.165024,15410635
2012-02-22,138.000000,139.600006,137.399994,139.033340,103.737045,12916578
2012-02-23,139.233337,140.066666,137.100006,139.066666,103.761917,16348179
2012-02-24,139.066666,140.633331,138.866669,139.600006,104.159874,9087288
2012-02-27,140.000000,141.933334,139.000000,141.533340,105.602386,17411647
2012-02-28,141.433334,142.333328,140.033340,140.466660,104.806519,13148715
2012-02-29,140.666672,142.000000,137.766663,138.433334,103.289391,13287798
2012-03-01,138.399994,139.933334,136.533340,137.899994,102.891441,7606252
2012-03-02,138.066666,138.366669,135.600006,136.833328,102.095573,8559819
2012-03-03,null,null,null,null,null,null
2012-03-05,136.733337,138.633331,135.800003,138.000000,102.966042,12057480
2012-03-06,137.766663,141.133331,136.800003,140.266663,104.657280,15073006
2012-03-07,140.000000,140.666672,138.733337,139.966660,104.433434,7873159
2012-03-09,140.766663,141.833328,138.366669,138.833328,103.587814,14828322
2012-03-12,140.266663,140.266663,137.399994,137.866669,102.866570,5739904
2012-03-13,138.000000,139.666672,138.000000,139.366669,103.985764,8735076
2012-03-14,140.000000,142.233337,140.000000,141.666672,105.701866,9815917
2012-03-15,141.333328,142.066666,138.533340,139.266663,103.911140,15582769
2012-03-16,138.833328,150.000000,138.833328,144.100006,107.517464,65857165
2012-03-19,144.666672,149.133331,143.633331,147.000000,109.681229,35503987
2012-03-20,146.966660,149.666672,146.066666,149.066666,111.223244,16086663
2012-03-21,149.066666,149.933334,147.233337,149.233337,111.347603,16109490
2012-03-22,149.133331,151.133331,145.433334,146.466660,109.283295,16527262
