Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,41.000000,41.849998,40.525002,41.349998,27.371227,323950
2012-01-03,41.250000,42.000000,39.250000,39.775002,26.328665,323210
2012-01-04,39.500000,39.500000,37.625000,38.650002,25.583986,772990
2012-01-05,39.349998,39.724998,38.750000,39.075001,25.865314,70976
2012-01-06,38.775002,39.674999,38.025002,39.224998,25.964602,42144
2012-01-07,null,null,null,null,null,null
2012-01-09,41.500000,41.500000,39.099998,39.474998,26.130081,52404
2012-01-10,39.500000,40.375000,39.500000,40.025002,26.494158,48372
2012-01-11,40.075001,40.525002,39.000000,39.200001,25.948055,80224
2012-01-12,40.500000,40.500000,38.625000,38.950001,25.782568,29736
2012-01-13,39.650002,40.500000,38.950001,40.200001,26.609991,43288
2012-01-16,40.099998,40.450001,39.349998,39.549999,26.179729,25016
2012-01-17,40.250000,41.525002,39.750000,40.174999,26.593439,278446
2012-01-18,40.799999,40.799999,39.025002,40.450001,26.775476,74722
2012-01-19,41.000000,41.000000,39.625000,39.900002,26.411415,66298
2012-01-20,41.000000,41.000000,39.500000,40.450001,26.775476,801682
2012-01-23,40.799999,40.950001,39.000000,39.549999,26.179729,83662
2012-01-24,39.549999,40.799999,39.099998,39.950001,26.444506,1661514
2012-01-25,40.650002,40.650002,39.825001,40.174999,26.593439,436300
2012-01-27,40.650002,42.450001,39.250000,39.799999,26.345221,2204130
2012-01-30,40.049999,40.250000,39.500000,39.974998,26.461054,1075752
2012-01-31,40.099998,40.250000,38.799999,39.200001,25.948055,930116
2012-02-01,39.000000,40.500000,38.299999,39.974998,26.461054,163776
2012-02-02,40.000000,40.500000,39.200001,39.950001,26.444506,493774
2012-02-03,40.150002,40.150002,39.049999,39.275002,25.997698,2649556
2012-02-06,39.724998,40.000000,39.125000,39.325001,26.030796,693004
2012-02-07,39.674999,41.224998,38.900002,40.025002,26.494158,1576476
2012-02-08,40.750000,42.724998,40.275002,42.375000,28.049707,984674
2012-02-09,42.500000,43.825001,42.500000,43.375000,28.711653,545588
2012-02-10,43.700001,43.750000,41.900002,42.750000,28.297937,235800
2012-02-13,42.750000,43.049999,41.599998,42.099998,27.867680,120820
2012-02-14,42.450001,43.900002,41.000000,43.400002,28.728197,196664
2012-02-15,43.000000,46.000000,42.375000,44.924999,29.737659,464068
2012-02-16,45.450001,45.450001,43.549999,44.200001,29.257751,104894
2012-02-17,44.000000,46.000000,44.000000,45.400002,30.052082,232336
2012-02-21,46.075001,47.000000,45.049999,46.474998,30.763668,638924
2012-02-22,46.750000,46.750000,45.125000,45.875000,30.366503,355970
2012-02-23,45.500000,46.299999,42.724998,44.025002,29.141912,306986
2012-02-24,43.924999,45.000000,43.099998,44.825001,29.671465,63874
2012-02-27,44.500000,44.500000,43.049999,44.075001,29.175013,31032
2012-02-28,44.450001,45.200001,44.250000,44.674999,29.572176,2093334
2012-02-29,45.000000,45.000000,42.250000,43.549999,28.827490,198492
2012-03-01,43.950001,44.174999,42.500000,43.450001,28.761299,692358
2012-03-02,43.275002,44.450001,43.250000,43.924999,29.075718,233304
2012-03-03,null,null,null,null,null,null
2012-03-05,43.025002,43.450001,41.875000,43.000000,28.463423,1269864
2012-03-06,42.599998,44.474998,42.599998,43.049999,28.496523,51772
2012-03-07,43.450001,44.400002,42.075001,43.650002,28.893688,3705154
2012-03-09,44.000000,45.950001,43.025002,45.450001,30.085176,513568
2012-03-12,45.450001,45.500000,43.250000,44.500000,29.456335,747308
2012-03-13,45.375000,45.375000,44.125000,44.650002,29.555622,58890
2012-03-14,45.125000,46.000000,44.400002,45.599998,30.184465,291916
2012-03-15,45.599998,46.000000,44.650002,45.875000,30.366503,197676
2012-03-16,45.349998,45.750000,44.700001,45.075001,29.836952,109984
2012-03-19,45.750000,45.799999,45.000000,45.299999,29.985888,96540
2012-03-20,45.025002,45.750000,44.750000,45.224998,29.936241,489786
2012-03-21,45.500000,46.400002,45.049999,46.099998,30.515438,175792
2012-03-22,45.599998,46.375000,44.799999,46.049999,30.482338,107664
2012-03-23,46.000000,46.299999,44.750000,45.099998,29.853502,978648
2012-03-26,45.000000,45.000000,43.500000,44.875000,29.704563,91684
2012-03-27,45.000000,45.000000,43.500000,43.700001,28.926783,45110
2012-03-28,43.974998,43.974998,42.049999,43.200001,28.595806,168360
2012-03-29,43.000000,43.974998,42.549999,43.275002,28.645464,55738
2012-03-30,43.950001,45.000000,43.075001,44.125000,29.208111,5091426
2012-04-02,44.875000,45.299999,43.250000,43.474998,28.777847,18702
2012-04-03,43.924999,44.325001,43.400002,43.974998,29.108820,48046
2012-04-04,43.500000,44.500000,42.799999,44.200001,29.257751,160514
2012-04-09,44.424999,45.450001,43.799999,44.525002,29.472883,100670
2012-04-10,43.500000,45.750000,43.500000,44.625000,29.539074,253010
2012-04-11,44.000000,46.775002,43.950001,44.724998,29.605274,3521286
2012-04-12,45.375000,45.750000,44.150002,44.950001,29.754213,118044
2012-04-13,45.000000,45.375000,43.750000,44.549999,29.489437,425578
2012-04-16,44.250000,45.000000,44.025002,44.900002,29.721113,71224
2012-04-17,44.875000,45.825001,44.599998,45.575001,30.167917,136030
2012-04-18,45.250000,46.450001,44.650002,45.474998,30.101727,169122
2012-04-19,45.250000,45.974998,44.125000,44.650002,29.555622,685860
2012-04-20,44.750000,46.000000,44.474998,45.950001,30.416151,120674
2012-04-23,46.000000,47.000000,45.299999,45.700001,30.250666,56010
2012-04-24,45.500000,46.000000,45.000000,45.250000,29.952782,49100
2012-04-25,46.000000,46.125000,43.000000,44.424999,29.406685,113506
2012-04-26,44.500000,45.400002,44.025002,44.625000,29.539074,307502
2012-04-27,45.000000,45.375000,43.099998,44.849998,29.688013,103294
2012-04-30,45.000000,45.400002,43.700001,43.875000,29.042624,359292
2012-05-02,44.400002,44.900002,43.500000,44.224998,29.274300,140422
2012-05-03,44.500000,44.650002,43.650002,44.299999,29.323942,25252
2012-05-04,44.049999,45.049999,43.575001,44.299999,29.323942,41944
2012-05-07,43.500000,44.099998,43.075001,43.875000,29.042624,43496
2012-05-08,43.625000,44.500000,43.075001,44.125000,29.208111,3056242
2012-05-09,44.299999,44.700001,43.075001,43.250000,28.628914,2296052
2012-05-10,43.900002,43.900002,40.625000,41.275002,27.321577,142958
2012-05-11,41.825001,42.724998,41.000000,41.974998,27.784933,87432
2012-05-14,41.799999,43.700001,40.825001,42.224998,27.950420,164844
2012-05-15,42.150002,43.750000,42.000000,43.674999,28.910236,194022
2012-05-16,43.125000,44.000000,42.750000,43.724998,28.943336,808378
2012-05-17,43.500000,44.200001,42.325001,42.599998,28.198648,827304
2012-05-18,42.000000,43.700001,41.625000,42.900002,28.397236,36440
2012-05-21,42.525002,42.900002,41.299999,41.724998,27.619450,56696
2012-05-22,42.000000,42.000000,40.799999,41.049999,27.172640,30632
2012-05-23,41.450001,41.450001,39.000000,39.375000,26.063890,86074
2012-05-24,39.500000,40.500000,39.000000,39.599998,26.212828,2800968
2012-05-25,39.950001,41.500000,39.049999,40.174999,26.593439,99526
2012-05-28,42.000000,46.849998,40.950001,41.400002,27.404320,213458
